motVedette;nbSyll;origin;sampa;ipa
apotheosis;5;ăpŏthēʹŏſis;@ p A T i: @U s @ s;əpɑθiːoʊsəs
apparatus;4;ăppărāʹtus;{ p 3:r { 4 @ s;æpɜ:ræɾəs
apparel;3;ăppăʹrel;@ p { r\ @ l;əpæɹəl
apparent;3;ăppāʹrent;@ p E r\ @ n t;əpɛɹənt
apparition;5;ăppărĭʹtion;{ p 3:r I S @ n;æpɜ:rɪʃən
appeal;2;ăppeaʹl;@ p i: l;əpiːl
appear;2;ăppeaʹr;@ p I r\;əpɪɹ
appearance;3;ăppeaʹrănce;@ p I r\ @ n s;əpɪɹəns
appease;2;ăppeaʹſe;@ p i: z;əpiːz
appellation;5;ăppĕllāʹtion;{ p @ l eI S @ n;æpəl?ʃən
appendage;3;ăppĕʹndage;@ p E n d i dZ;əpɛndi?
appendix;3;ăppĕʹndix;@ p E n d i k s;əpɛndiks
appertain;3;ăppĕrtaĭʹn;{ p 3:r t eI n;æpɜ:rt?n
appetite;3;ăʹppetīte;{ p @ t aI t;æpət?t
applaud;2;applauʹd;@ p l O: d;əplOːd
apple;2;ăʹpple;{ p @ l;æpəl
application;5;applĭcāʹtion;{ p l @ k eI S @ n;æplək?ʃən
apply;2;ăpplyʹ;@ p l aI;əpl?
appoint;2;ăppoiʹnt;@ p OI n t;əp?nt
appointment;3;ăppoiʹntment;@ p OI n t m @ n t;əp?ntmənt
apportion;4;ăppŏʹrtion;@ p O: r\ S @ n;əpOːɹʃən
appraise;2;ăppraiʹſe;@ p r\ eI z;əpɹ?z
appraiser;3;ăppraiʹſer;@ p r\ eI z 3:r;əpɹ?zɜ:r
apprehend;3;ăpprĕhĕʹnd;{ p r\ i h E n d;æpɹihɛnd
apprehension;5;ăpprehĕʹnſion;{ p r\ i h E n S @ n;æpɹihɛnʃən
apprehensive;4;ăpprehĕʹnſive;{ p r\ i h E n s i v;æpɹihɛnsiv
apprentice;3;ăpprĕʹntĭce;@ p r\ E n t @ s;əpɹɛntəs
approach;2;ăpproaʹch;@ p r\ @U tS;əpɹoʊ?
approaches;3;ăpproaʹches;@ p r\ @U tS @ z;əpɹoʊ?əz
approbation;5;ăpprŏbāʹtion;{ p r\ @ b eI S @ n;æpɹəb?ʃən
appropriate;4;ăpprōʹprĭāte;@ p r\ @U p r\ i: @ t;əpɹoʊpɹiːət
appropriation;6;ăpprŏprĭāʹtion;@ p r\ @U p r\ i: eI S @ n;əpɹoʊpɹiː?ʃən
approve;2;ăpproʹve;@ p r\ u v;əpɹuv
approximation;6;ăpprŏxĭmāʹtion;@ p r\ A k s @ m eI S @ n;əpɹɑksəm?ʃən
april;2;aʹprīl;eI p r\ @ l;?pɹəl
apron;2;ăʹpr_o_n;eI p r\ @ n;?pɹən
apt;1;ăpt;{ p t;æpt
aptitude;3;ăʹptĭtūde;{ p t @ t u d;æptətud
aquatic;3;aquăʹtic;@ k w A 4 i k;əkwɑɾik
aqueduct;3;ăʹquĕdŭct;{ k w @ d V k t;ækwədʌkt
aqueous;3;ăʹquē_o_us;eI k w i: @ s;?kwiːəs
arabia;4;arāʹbĭā;3:r eI b i: @;ɜ:r?biːə
arabic;3;aʹrăbic;{ r\ @ b i k;æɹəbik
arable;3;ăʹrable;E r\ @ b @ l;ɛɹəbəl
arbiter;3;ăʹrbĭt_e_r;A r\ b i 4 3:r;ɑɹbiɾɜ:r
arbitrary;4;ăʹrbĭtrăry;A r\ b @ t r\ E r\ i:;ɑɹbətɹɛɹiː
arbitrate;3;ăʹrbĭtrāte;A r\ b @ t r\ eI t;ɑɹbətɹ?t
arbor;2;ăʹrbŏr;A r\ b 3:r;ɑɹbɜ:r
arbour;2;ăʹrb_o_ur;A r\ b 3:r;ɑɹbɜ:r
arcanum;3;ărcāʹnum;A r\ k @ n @ m;ɑɹkənəm
arch;1;ărch;A r\ tS;ɑɹ?
archangel;3;ărc_h_ăʹngel;A r\ k eI n dZ @ l;ɑɹk?n?əl
archbishop;3;ărchbĭʹſhop;A r\ tS b I S @ p;ɑɹ?bɪʃəp
archduke;2;archdūʹke;A r\ tS d u k;ɑɹ?duk
arches;2;ăʹrches;A r\ tS @ z;ɑɹ?əz
archetype;3;ăʹrc_h_ĕtȳpe;A r\ k i t aI p;ɑɹkit?p
archipelago;5;ărc_h_ĭpeʹlăgo;A r\ k @ p E l @ g @U;ɑɹkəpɛləgoʊ
architect;3;ăʹrc_h_ĭtect;A r\ k @ t E k t;ɑɹkətɛkt
architecture;4;ăʹrc_h_ĭtĕctūre;A r\ k @ t E k tS 3:r;ɑɹkətɛk?ɜ:r
architrave;3;ăʹrc_h_ĭtrāve;A r\ k @ t r\ eI v;ɑɹkətɹ?v
archives;2;ărc_h_īves;A r\ k aI v z;ɑɹk?vz
arctic;2;ăʹrctic;A r\ k t i k;ɑɹktik
ardor;2;ăʹrdŏr;A r\ 4 3:r;ɑɹɾɜ:r
arduous;3;ăʹrdū_o_us;A r\ dZ u @ s;ɑɹ?uəs
area;3;ăʹrėȧ;E r\ i: @;ɛɹiːə
argent;2;ăʹrgent;A r\ dZ i n t;ɑɹ?int
argue;2;ăʹrgūe;A r\ g j u;ɑɹgju
argonauts;3;ăʹrgŏnauts;A r\ g @ n O: t s;ɑɹgənOːts
argument;3;ăʹrgūment;A r\ g j @ m @ n t;ɑɹgjəmənt
argumentation;6;ărgūmĕntāʹtion;A r\ g j @ m E n t eI S @ n;ɑɹgjəmɛnt?ʃən
argumentative;5;ărgūmĕʹntătive;A r\ g j @ m E n t @ 4 i v;ɑɹgjəmɛntəɾiv
arianism;4;āʹrĭăniſm;{ r\ i: @ n I z @ m;æɹiːənɪzəm
aries;3;āʹrĭes;E r\ i: z;ɛɹiːz
arise;2;arīʹſe;3:r aI z;ɜ:r?z
aristocracy;5;arĭſtŏʹcrăcy;E r\ @ s t A k r\ @ s i:;ɛɹəstɑkɹəsiː
aristocratic;5;arĭſtŏcrăʹtic;3:r I s t @ k r\ { 4 i k;ɜ:rɪstəkɹæɾik
arithmetic;4;arĭʹthmetic;E r\ i T m E 4 i k;ɛɹiθmɛɾik
ark;1;ark;A r\ k;ɑɹk
arm;1;arm;A r\ m;ɑɹm
arms;1;arms;A r\ m z;ɑɹmz
armada;3;ărmāʹdā;A r\ m A 4 @;ɑɹmɑɾə
armadillo;4;ărmădĭʹllo;A r\ m @ d I l @U;ɑɹmədɪloʊ
armament;3;ăʹrmăment;A r\ m @ m @ n t;ɑɹməmənt
armilla;3;ărmĭʹllā;A r\ m I l @;ɑɹmɪlə
armistice;3;ăʹrmĭſtĭce;A r\ m @ s t @ s;ɑɹməstəs
armory;3;ăʹrmŏry;A r\ m 3:r i:;ɑɹmɜ:riː
armour;2;ăʹrmо_u_r;A r\ m 3:r;ɑɹmɜ:r
army;2;ăʹrmy;A r\ m i:;ɑɹmiː
aromatic;4;ărōmăʹtic;E r\ @ m { 4 i k;ɛɹəmæɾik
arraign;2;ărraiʹgn;3:r eI n;ɜ:r?n
arrangement;3;ărrăʹng_e_ment;3:r eI n dZ m @ n t;ɜ:r?n?mənt
arrant;2;ăʹrrănt;{ r\ @ n t;æɹənt
array;2;ărraʹy;3:r eI;ɜ:r?
arrears;2;ărreaʹrs;3:r I r\ z;ɜ:rɪɹz
arrest;2;ărreʹſt;3:r E s t;ɜ:rɛst
arrive;2;ărrīʹve;3:r aI v;ɜ:r?v
arrogance;3;ăʹrrŏgănce;E r\ @ g @ n s;ɛɹəgəns
arrogant;3;ăʹrrŏgănt;E r\ @ g @ n t;ɛɹəgənt
arrogate;3;ăʹrrŏgāte;{ r\ @U g eI t;æɹoʊg?t
arrow;2;ăʹrro_w_;{ r\ @U;æɹoʊ
arsenal;2;ăʹrſ_e_nal;A r\ s @ n @ l;ɑɹsənəl
arsenic;3;ăʹrſĕnic;A r\ s @ n i k;ɑɹsənik
art;1;ărt;A r\ t;ɑɹt
artery;3;ăʹrtĕry;A r\ 4 3:r i:;ɑɹɾɜ:riː
artful;2;ăʹrtful;A r\ t f @ l;ɑɹtfəl
arthritic;3;ărthrĭʹtic;A r\ T r\ I 4 i k;ɑɹθɹɪɾik
artichoke;3;ăʹrtichōke;A r\ 4 @ tS @U k;ɑɹɾə?oʊk
article;3;ăʹrtĭcle;A r\ 4 @ k @ l;ɑɹɾəkəl
articulate;4;ărtĭʹcŭlāte;A r\ t I k j @ l eI t;ɑɹtɪkjəl?t
artifice;3;ăʹrtĭfĭce;A r\ 4 @ f i s;ɑɹɾəfis
artificial;5;ărtĭfĭʹcĭal;A r\ 4 @ f I S @ l;ɑɹɾəfɪʃəl
artillery;4;ărtĭʹllĕry;A r\ t I l 3:r i:;ɑɹtɪlɜ:riː
artisan;3;ăʹrtĭſan;A r\ 4 @ z @ n;ɑɹɾəzən
artist;2;ăʹrtiſt;A r\ 4 @ s t;ɑɹɾəst
afar;2;ăʹfar;@ f A r\;əfɑɹ
asbestos;3;ăſbĕʹſtos;{ s b E s t @ s;æsbɛstəs
ascend;2;ăſcĕʹnd;@ s E n d;əsɛnd
ascendant;3;ăſcĕʹndănt;@ s E n d @ n t;əsɛndənt
ascension;4;ăſcĕʹnſion;@ s E n S @ n;əsɛnʃən
ascent;2;ăſcĕʹnt;@ s E n t;əsɛnt
ascertain;3;ăſcĕrtaiʹn;{ s 3:r t eI n;æsɜ:rt?n
ascetic;3;ăſcēʹtic;@ s E 4 i k;əsɛɾik
ascii;3;ăʹſcĭī;{ s k i:;æskiː
ascribe;2;aſcrīʹbe;@ s k r\ aI b;əskɹ?b
ashamed;3;aſhāʹmed;@ S eI m d;əʃ?md
ash;1;ăſh;{ S;æʃ
ashes;2;ăʹſhes;{ S @ z;æʃəz
ashore;2;aſhōʹre;@ S O: r\;əʃOːɹ
asia;3;āʹſĭā;eI Z @;?ʒə
aside;2;aſīʹde;@ s aI d;əs?d
askance;2;aſkăʹnce;@ s k { n s;əskæns
askew;2;aſkeʹw;@ s k j u;əskju
asp;1;ăſp;{ s p;æsp
asparagus;4;ăſpăʹrăgus;@ s p E r\ @ g @ s;əspɛɹəgəs
aspect;2;ăʹſpĕct;{ s p E k t;æspɛkt
aspersion;4;ăſpĕʹrſion;@ s p 3:r Z @ n;əspɜ:rʒən
aspiration;5;ăſpirāʹtion;{ s p 3:r eI S @ n;æspɜ:r?ʃən
aspire;2;ăſpīʹre;@ s p aI r\;əsp?ɹ
ass;1;ăſs;{ s;æs
assail;2;ăſſaiʹl;@ s eI l;əs?l
assailants;3;ăſſaiʹlănts;@ s eI l @ n t s;əs?lənts
assassinate;4;ăſſăʹſſĭnāte;@ s { s @ n eI t;əsæsən?t
assault;2;ăſſauʹlt;@ s O: l t;əsOːlt
assay;2;ăſſaʹy;{ s i:;æsiː
assayer;3;ăſſaʹyer;{ s eI 3:r;æs?ɜ:r
assemblage;3;ăſſĕʹmblage;@ s E m b l @ dZ;əsɛmblə?
assemble;3;ăſſĕʹmble;@ s E m b @ l;əsɛmbəl
assembly;3;ăſſĕʹmbly;@ s E m b l i:;əsɛmbliː
assent;2;ăſſĕʹnt;@ s E n t;əsɛnt
assert;2;ăſſĕʹrt;@ s 3:r t;əsɜ:rt
assertion;4;ăſſĕʹrtion;@ s 3:r S @ n;əsɜ:rʃən
assess;2;ăſſĕʹſs;@ s E s;əsɛs
assessment;3;ăſſĕʹſſment;@ s E s m @ n t;əsɛsmənt
assessor;3;ăſſĕʹſſor;@ s E s 3:r;əsɛsɜ:r
assets;2;ăſſĕʹts;{ s E t s;æsɛts
assiduous;4;ăſſĭʹdū_o_us;@ s I d w @ s;əsɪdwəs
assign;2;ăſſīʹ_g_n;@ s aI n;əs?n
assignment;3;ăſſīʹ_g_nment;@ s aI n m @ n t;əs?nmənt
assimilate;4;ăſſĭʹmĭlāte;@ s I m @ l eI t;əsɪməl?t
assist;2;ăſſĭʹſt;@ s I s t;əsɪst
assistance;3;ăſſĭʹſtănce;@ s I s t @ n s;əsɪstəns
assistant;3;ăſſĭʹſtănt;@ s I s t @ n t;əsɪstənt
associate;4;ăſſŏʹcĭāte;@ s @U s i: @ t;əsoʊsiːət
association;6;ăſſŏcĭāʹtion;@ s @U s i: eI S @ n;əsoʊsiː?ʃən
assuage;2;ăſſuāʹge;@ s w eI dZ;əsw??
assume;2;ăſſūʹme;@ s u m;əsum
assumption;4;ăſſŭʹm_p_tion;@ s V m p S @ n;əsʌmpʃən
assurance;3;ăſſūʹrănce;@ S U r\ @ n s;əʃʊɹəns
assure;2;ăſſūʹre;@ S U r\;əʃʊɹ
asterisk;3;ăʹſtĕrĭſk;{ s t 3:r i s k;æstɜ:risk
asthma;2;ăʹſt_h_mā;{ z m @;æzmə
asthmatic;3;ăſt_h_măʹtic;{ z m { 4 i k;æzmæɾik
astonish;3;ăſtŏʹniſh;@ s t A n i S;əstɑniʃ
astonishment;4;aſtŏʹnĭſhment;@ s t A n i S m @ n t;əstɑniʃmənt
astray;2;aſtraʹy;@ s t r\ eI;əstɹ?
astride;2;aſtrīʹde;@ s t r\ aI d;əstɹ?d
astringent;3;ăſtrĭʹngent;@ s t r\ I n dZ @ n t;əstɹɪn?ənt
astrological;5;ăſtrŏlŏʹgĭcal;{ s t r\ @ l A dZ i k @ l;æstɹəlɑ?ikəl
astrology;4;ăſtrŏʹlŏgy;@ s t r\ A l @ dZ i:;əstɹɑlə?iː
astronomical;5;ăſtrŏnŏʹmĭcal;{ s t r\ @ n A m i k @ l;æstɹənɑmikəl
astronomy;4;ăſtrŏʹnŏmy;@ s t r\ A n @ m i:;əstɹɑnəmiː
asunder;3;aſŭʹnder;@ s V n d 3:r;əsʌndɜ:r
atheism;3;aʹthėiſm;@ T aI s @ m;əθ?səm
atheist;3;aʹthėiſt;eI T i: @ s t;?θiːəst
athenian;4;atheʹnĭan;@ T i: n i: @ n;əθiːniːən
athirst;2;athĭʹrſt;{ T 3:r s t;æθɜ:rst
athletic;3;ăthlēʹtic;{ T l E 4 i k;æθlɛɾik
atlantic;3;ătlăʹntic;@ t l { n t i k;ətlæntik
atlas;2;ăʹtlas;{ t l @ s;ætləs
atmosphere;3;ăʹtmŏſphēre;{ t m @ s f I r\;ætməsfɪɹ
atom;2;ăʹtŏm;{ 4 @ m;æɾəm
atone;2;atōʹne;@ t @U n;ətoʊn
atonement;3;atōʹn_e_ment;@ t @U n m @ n t;ətoʊnmənt
atrocious;4;ătrōʹci_o_us;@ t r\ @U S @ s;ətɹoʊʃəs
atrophy;3;ăʹtrŏphy;{ t r\ @ f i:;ætɹəfiː
attach;2;ăttăʹch;@ t { tS;ətæ?
attachment;3;ăttaʹchment;@ t { tS m @ n t;ətæ?mənt
attack;2;ăttăʹck;@ t { k;ətæk
attain;2;ăttaiʹn;@ t eI n;ət?n
attainable;4;ăttaʹinable;@ t eI n @ b @ l;ət?nəbəl
attainder;3;ăttaiʹnder;@ t eI n d 3:r;ət?ndɜ:r
attainment;3;ăttaiʹnment;@ t eI n m @ n t;ət?nmənt
attempt;2;ăttĕʹmpt;@ t E m p t;ətɛmpt
attend;2;ăttĕʹnd;@ t E n d;ətɛnd
attendant;3;ăttĕʹndănt;@ t E n d @ n t;ətɛndənt
attenuate;4;ăttĕʹnūāte;@ t E n j u eI t;ətɛnju?t
attest;2;ăttĕʹſt;@ t E s t;ətɛst
attic;2;ăʹttic;{ 4 i k;æɾik
attica;3;ăʹttĭcā;{ 4 i k @;æɾikə
attire;2;ăttīʹre;@ t aI 3:r;ət?ɜ:r
attitude;3;ăʹttĭtūde;{ 4 @ t u d;æɾətud
attorney;3;attŏʹrney;@ t 3:r n i:;ətɜ:rniː
attract;2;ăttrăʹct;@ t r\ { k t;ətɹækt
attribute;3;ăʹttrĭbūte;{ t r\ @ b j u t;ætɹəbjut
attrition;4;ăttrĭʹtion;@ t r\ I S @ n;ətɹɪʃən
avail;2;avaiʹl;@ v eI l;əv?l
available;4;avaiʹlable;@ v eI l @ b @ l;əv?ləbəl
avarice;3;ăʹvarice;{ v 3:r @ s;ævɜ:rəs
avast;2;avăʹſt;@ v { s t;əvæst
auburn;2;auʹbŭrn;A b 3:r n;ɑbɜ:rn
auction;3;auʹction;A k S @ n;ɑkʃən
auctioneer;4;auctioneʹer;A k S @ n I r\;ɑkʃənɪɹ
audacious;4;audāʹcĭous;A d eI S @ s;ɑd?ʃəs
audible;3;auʹdĭble;A 4 @ b @ l;ɑɾəbəl
audience;3;auʹdĭĕnce;A 4 i: @ n s;ɑɾiːəns
audit;2;auʹdit;O: 4 i t;Oːɾit
auditors;3;auʹdĭtors;A 4 @ 4 3:r z;ɑɾəɾɜ:rz
auditory;4;auʹdĭtory;O: 4 i t O: r\ i:;OːɾitOːɹiː
avenge;2;avĕʹnge;@ v E n dZ;əvɛn?
avenue;3;ăʹv_e_nūe;{ v @ n u;ævənu
aver;2;avĕʹr;eI v 3:r;?vɜ:r
average;3;ăʹvĕrage;{ v 3:r i dZ;ævɜ:ri?
averse;2;avĕʹrſe;@ v 3:r s;əvɜ:rs
aversion;4;avĕʹrſion;@ v 3:r Z @ n;əvɜ:rʒən
avert;2;avĕʹrt;@ v 3:r t;əvɜ:rt
avery;3;ăʹvĕry;eI v 3:r i:;?vɜ:riː
augment;2;augmeʹnt;O: g m E n t;Oːgmɛnt
augur;2;auʹgŭr;O: g 3:r;Oːgɜ:r
august;2;augŭʹſt;A g @ s t;ɑgəst
august;2;auʹguſt;A g @ s t;ɑgəst
aviary;4;ăʹvĭăry;eI v i: E r\ i:;?viːɛɹiː
avidity;4;avĭʹdĭty;{ v I 4 i 4 i:;ævɪɾiɾiː
aune;1;aune;O: n;Oːn
aunt;1;aunt;{ n t;ænt
avocation;5;ăvŏcātiʹon;{ v @ k eI S @ n;ævək?ʃən
avoid;2;avoiʹd;@ v OI d;əv?d
avow;2;avȯʹẇ;@ v aU;əv?
aura;2;auʹrā;O: r\ @;Oːɹə
aurora;3;aurōʹră;3:r O: r\ @;ɜ:rOːɹə
auspicious;4;auſpĭʹcĭ_o_us;A s p I S @ s;ɑspɪʃəs
austere;2;auſtēʹre;O: s t I r\;Oːstɪɹ
austerity;4;auſtēʹrĭty;O: s t E r\ i 4 i:;Oːstɛɹiɾiː
austral;2;auʹſtral;O: s t r\ @ l;Oːstɹəl
authentic;3;authĕʹntic;@ T E n t i k;əθɛntik
author;2;auʹthor;O: T 3:r;Oːθɜ:r
authoritative;5;authŏʹrĭtătive;@ T O: r\ @ t eI 4 i v;əθOːɹət?ɾiv
authority;4;authŏʹrĭty;@ T O: r\ @ 4 i:;əθOːɹəɾiː
automaton;4;autŏʹmăton;O: t A m @ t A n;Oːtɑmətɑn
autumn;2;auʹtŭm_n_;O: 4 @ m;Oːɾəm
autumnal;3;autŭʹmnal;O: t V m n @ l;Oːtʌmnəl
await;2;awaʹiʹt;@ w eI t;əw?t
awake;2;awāke;@ w eI k;əw?k
award;2;awaʹrd;@ w O: r\ d;əwOːɹd
aware;2;awāʹre;@ w E r\;əwɛɹ
awe;1;awe;A;ɑ
awful;2;aʹwful;A f @ l;ɑfəl
awning;2;aʹwning;A n i N;ɑniŋ
ax;1;ax;{ k s;æks
axiom;3;ăʹxĭom;{ k s i: @ m;æksiːəm
axis;2;ăʹxis;{ k s @ s;æksəs
aye;1;aye;aI;?
azure;2;ăʹzūre;{ Z 3:r;æʒɜ:r
babble;2;băʹbble;b { b @ l;bæbəl
babe;1;bābe;b eI b;b?b
babler;2;băʹbler;b eI b @ l 3:r;b?bəlɜ:r
baboon;2;băbooʹn;b @ b u n;bəbun
bachus;2;băʹc_h_us;b { tS @ s;bæ?əs
bachelor;3;băʹchĕlor;b { tS @ l 3:r;bæ?əlɜ:r
back;1;băck;b { k;bæk
backbite;2;băʹckbīte;b { k b aI t;bækb?t
backslide;2;băʹckſlīde;b { k s l aI d;bæksl?d
backward;2;băʹckward;b { k w 3:r d;bækwɜ:rd
bacon;2;bāʹcŏn;b eI k @ n;b?kən
badge;1;bădge;b { dZ;bæ?
badger;2;băʹdger;b { dZ 3:r;bæ?ɜ:r
baffle;2;băʹffle;b { f @ l;bæfəl
bag;1;băg;b { g;bæg
baggage;2;băʹggage;b { g @ dZ;bægə?
bagpipe;2;băʹgpīpe;b { g p aI p;bægp?p
bail;1;bail;b eI l;b?l
bailiff;2;baiʹliff;b eI l @ f;b?ləf
bait;1;bait;b eI t;b?t
bake;1;bāke;b eI k;b?k
balance;2;băʹlănce;b { l @ n s;bæləns
balcony;3;băʹlcŏny;b { l k @ n i:;bælkəniː
bald;1;bald;b O: l d;bOːld
baldness;2;baʹldneſs;b O: l d n @ s;bOːldnəs
balderdash;3;baʹldĕrdăſh;b O: l d 3:r d { S;bOːldɜ:rdæʃ
bale;1;bāle;b eI l;b?l
baleful;2;baʹl_e_ful;b eI l f @ l;b?lfəl
balk;1;balk;b O: k;bOːk
ball;1;ball;b O: l;bOːl
ballad;2;băʹllăd;b { l @ d;bæləd
ballast;2;băʹllăſt;b { l @ s t;bæləst
ballot;2;băʹllot;b { l @ t;bælət
balm;1;balm;b A m;bɑm
balsam;2;băʹlſăm;b O: l s @ m;bOːlsəm
ban;1;băn;b { n;bæn
band;1;bănd;b { n d;bænd
bandage;2;băʹndage;b { n d i dZ;bændi?
bandy;2;băʹndy;b { n d i:;bændiː
bane;1;bāne;b eI n;b?n
banish;2;băʹniſh;b { n i S;bæniʃ
banishment;3;băʹnĭſhment;b { n i S m @ n t;bæniʃmənt
bank;1;bănk;b { N k;bæŋk
banker;2;băʹnker;b { N k 3:r;bæŋkɜ:r
bankrupt;2;băʹnkrŭpt;b { N k r\ @ p t;bæŋkɹəpt
banner;2;băʹnnĕr;b { n 3:r;bænɜ:r
banquet;2;băʹnquet;b { N k w @ t;bæŋkwət
banter;2;băʹnter;b { n t 3:r;bæntɜ:r
baptism;2;băʹptĭſm;b { p t i z @ m;bæptizəm
baptismal;3;băptĭʹſmal;b { p t I z m @ l;bæptɪzməl
bar;1;băr;b A r\;bɑɹ
barb;1;bărb;b A r\ b;bɑɹb
barbarians;4;bărbāʹrĭans;b A r\ b E r\ i: @ n z;bɑɹbɛɹiːənz
barbarism;3;baʹrbărĭſm;b A r\ b 3:r I z @ m;bɑɹbɜ:rɪzəm
barbarous;3;băʹrbăr_o_us;b A r\ b 3:r @ s;bɑɹbɜ:rəs
barbarity;4;bărbāʹrĭty;b A r\ b { r\ @ 4 i:;bɑɹbæɹəɾiː
barbed;2;băʹrbed;b A r\ b d;bɑɹbd
barber;2;băʹrb_e_r;b A r\ b 3:r;bɑɹbɜ:r
bards;1;bărds;b A r\ d z;bɑɹdz
bare;1;bāre;b E r\;bɛɹ
bargain;2;băʹrgain;b A r\ g @ n;bɑɹgən
barge;1;bărge;b A r\ dZ;bɑɹ?
bark;1;bărk;b A r\ k;bɑɹk
barker;2;băʹrk_e_r;b A r\ k 3:r;bɑɹkɜ:r
barn;1;bărn;b A r\ n;bɑɹn
barnacle;3;bărnăcle;b A r\ n @ k @ l;bɑɹnəkəl
barometer;4;bărŏʹmĕt_e_r;b 3:r A m i 4 3:r;bɜ:rɑmiɾɜ:r
baron;2;băʹron;b { r\ @ n;bæɹən
baroness;3;băʹrŏneſs;b E r\ @ n i s;bɛɹənis
baronet;3;băʹrŏnet;b E r\ @ n @ t;bɛɹənət
barrel;2;băʹrrel;b { r\ @ l;bæɹəl
barren;2;băʹrren;b { r\ @ n;bæɹən
barrier;2;băʹrrier;b { r\ i: 3:r;bæɹiːɜ:r
barriers;2;baʹrriers;b { r\ i: 3:r z;bæɹiːɜ:rz
barrister;3;băʹrrĭſter;b { r\ i s t 3:r;bæɹistɜ:r
barrow;2;băʹrro_w_;b { r\ @U;bæɹoʊ
barter;2;băʹrter;b A r\ 4 3:r;bɑɹɾɜ:r
barton;2;băʹrton;b A r\ t @ n;bɑɹtən
base;1;bāſe;b eI s;b?s
basis;2;bāſis;b eI s @ s;b?səs
bashful;2;băʹſhful;b { S f @ l;bæʃfəl
basil;2;bāʹſil;b { z @ l;bæzəl
bask;1;băſk;b { s k;bæsk
basket;2;băʹſket;b { s k @ t;bæskət
bason;2;bāʹſ_o_n;b { s @ n;bæsən
bass;1;băſs;b { s;bæs
bassa;2;băʹſsā;b { s @;bæsə
bassoon;2;băſſooʹn;b @ s u n;bəsun
bastard;2;băʹſtard;b { s t 3:r d;bæstɜ:rd
bastion;3;băʹſtĭon;b { s tS @ n;bæs?ən
baston;2;băʹſton;b { s t @ n;bæstən
bat;1;băt;b { t;bæt
bate;1;bāte;b eI t;b?t
bath;1;băth;b { T;bæθ
bathe;1;bāthe;b eI D;b?ð
battalion;4;băttăʹlĭon;b @ t { l j @ n;bətæljən
battle;2;băʹttle;b { 4 @ l;bæɾəl
batten;2;băʹtten;b { t @ n;bætən
batter;2;băʹtt_e_r;b { 4 3:r;bæɾɜ:r
battery;3;băʹttĕry;b { 4 3:r i:;bæɾɜ:riː
battlements;3;băʹttl_e_ments;b { 4 @ l m @ n t s;bæɾəlmənts
bauble;2;bauʹble;b O: b @ l;bOːbəl
bawd;1;bawd;b O: d;bOːd
bawdy;2;baʹwdy;b O: 4 i:;bOːɾiː
bawl;1;bawl;b O: l;bOːl
bay;1;bay;b eI;b?
bayonet;3;băʹyŏnet;b eI @ n E t;b?ənɛt
bays;1;bays;b eI z;b?z
beach;1;beach;b i: tS;biː?
beacons;2;beaʹcŏns;b i: k @ n z;biːkənz
bead;1;bead;b i: d;biːd
beadle;2;beaʹdle;b i: 4 @ l;biːɾəl
beagle;2;beaʹgle;b i: g @ l;biːgəl
beak;1;beak;b i: k;biːk
beaker;2;beaʹk_e_r;b i: k 3:r;biːkɜ:r
beam;1;beam;b i: m;biːm
bean;1;bean;b i: n;biːn
bear;1;bear;b E r\;bɛɹ
beard;1;beard;b I r\ d;bɪɹd
bearing;2;beaʹring;b E r\ i N;bɛɹiŋ
beast;1;beaſt;b i: s t;biːst
beat;1;beat;b i: t;biːt
beaver;2;beaʹver;b i: v 3:r;biːvɜ:r
beautify;3;beauʹtĭfy;b j u 4 i f aI;bjuɾif?
beauty;2;beauʹty;b j u 4 i:;bjuɾiː
becalm;2;becaʹlm;b i k A m;bikɑm
beckon;2;bĕʹck_o_n;b E k @ n;bɛkən
becoming;3;becŏʹming;b i k V m i N;bikʌmiŋ
bed;1;bĕd;b E d;bɛd
bedlam;2;bĕʹdlam;b E d l @ m;bɛdləm
bedridden;3;beʹdrĭdd_e_n;b E d r\ I d @ n;bɛdɹɪdən
bee;1;bee;b i:;biː
beech;1;beech;b i: tS;biː?
beef;1;beef;b i: f;biːf
beer;1;beer;b I r\;bɪɹ
beetle;2;beetle;b i: 4 @ l;biːɾəl
before;2;bēfoʹre;b i f O: r\;bifOːɹ
befriend;2;bēfrieʹnd;b i f r\ E n d;bifɹɛnd
beg;1;bĕg;b E g;bɛg
beget;2;bĕgeʹt;b i g E t;bigɛt
beggar;2;bĕʹggar;b E g 3:r;bɛgɜ:r
beguile;2;bēg_u_īʹle;b i g aI l;big?l
behalf;2;bēhaʹlf;b i h { f;bihæf
behave;2;bēhāʹve;b i h eI v;bih?v
behead;2;bēheaʹd;b i h E d;bihɛd
behest;2;bēhēʹſt;b i h E s t;bihɛst
behold;2;bēhoʹld;b i h @U l d;bihoʊld
beholden;3;behoʹlden;b i h @U l d @ n;bihoʊldən
belated;3;belāʹted;b i l eI 4 i d;bil?ɾid
belch;1;bĕlch;b E l tS;bɛl?
belfry;2;beʹlfry;b E l f r\ i:;bɛlfɹiː
belief;2;belieʹf;b i l i: f;biliːf
believe;2;belieʹve;b i l i: v;biliːv
bell;1;bell;b E l;bɛl
bellow;2;bĕʹllo_w_;b E l @U;bɛloʊ
bellows;2;bĕʹllo_w_s;b E l @U z;bɛloʊz
